Alternative,Value,Cost
green,83.20562757,73.62596108
green,75.27768881,61.02099186
green,75.18076073,70.60508053
green,74.80036437,67.95083702
green,80.53093662,68.92497583
green,76.99178133,62.35159963
green,74.24702807,70.1551215
green,71.50143058,67.41983794
green,71.88381672,70.12166847
green,72.64503208,68.4263454
green,78.64484529,65.92368733
green,74.43305527,69.99958901
green,72.72840413,70.78520721
green,77.37617843,69.16295786
green,79.03554006,70.70130476
green,72.91640555,67.60796811
green,73.66520237,72.85440245
green,76.03585256,67.92608315
green,74.98546669,67.26104433
green,76.21909941,72.12477835
green,80.14259558,72.34464654
green,74.81884034,71.04196691
green,74.1578932,69.66151998
green,76.45624338,73.78465795
green,74.85196641,65.96807732
green,76.88329518,72.41330998
green,74.32808655,74.1431815
green,76.33056814,69.16382872
green,70.30877788,70.75716601
green,75.04171097,70.82910658
green,73.45135204,72.58074602
green,71.42837227,66.42356872
green,73.76079238,71.68711858
green,76.11598484,63.8731588
green,75.27702889,75.23071064
green,77.08045129,67.28598072
green,77.82269773,68.0514271
green,77.48539209,69.77665553
green,74.02653247,65.24906382
green,71.01553141,68.21131547
green,74.15899509,69.18446232
green,78.50896631,67.98009754
green,74.63557091,75.07888218
green,70.08812505,63.63971805
green,76.47414967,68.68383475
green,75.84545793,72.53654187
green,73.79818993,66.49150559
green,75.52008451,68.58314663
green,79.10816301,74.82985469
green,78.89758828,63.39796321
green,73.63110932,66.5892064
green,75.03199459,65.40477431
green,70.63773257,70.88856415
green,72.81674002,66.40161443
green,81.02472119,70.40341681
green,79.49402906,67.06258085
green,74.31223582,68.54242332
green,72.92260456,71.56864464
green,70.90013011,69.41101126
green,81.37815556,63.17788364
green,75.34388917,67.3923376
green,73.21815327,71.14078529
green,78.23420201,74.58044496
green,71.7012425,65.65552157
green,77.17969259,68.31413689
green,79.32261091,68.75523036
green,74.36948952,66.80230054
green,79.35384283,64.85210153
green,76.92465429,74.5163898
green,72.96357714,73.43500338
green,76.72293821,64.77963985
green,72.88645642,63.3480836
green,73.39804783,68.16790132
green,77.32315382,70.29128342
green,73.57313581,68.61364
green,74.92671786,72.38779379
green,78.05702429,68.26041452
green,71.38325881,65.50335655
green,79.7858816,73.55964688
green,81.12586638,68.29791977
green,76.84344375,68.14807924
green,76.26579352,68.21052515
green,73.510735,69.16801291
green,76.47288424,62.04401433
green,73.49405349,71.0498914
green,75.86450945,71.1636957
green,72.94012198,70.88773557
green,77.36521136,67.76662314
green,77.07410652,69.29792528
green,78.72899702,64.69526199
green,80.94662914,70.07934106
green,73.0606745,66.54883393
green,77.89856788,72.95067877
green,70.71819766,66.2225293
green,73.62754872,62.82274385
green,77.83640005,69.51797755
green,72.78483255,64.1083316
green,76.0369221,66.21646014
green,72.29866592,71.41209687
green,73.88894789,74.61699525
green,74.87760922,68.21196573
green,73.1630437,71.91495389
green,69.16244373,64.86790841
green,75.72928899,74.19150394
green,76.42470029,68.98473846
green,75.41014372,66.66035927
green,73.53375682,70.19263176
green,77.70061097,66.57225319
green,78.23260698,69.15096909
green,67.87898743,69.30531613
green,78.37372451,72.50737064
green,69.66135676,67.30022672
green,73.96634891,67.87397914
green,71.67248066,69.37198062
green,73.10968265,71.69212343
green,78.95065131,74.68679098
green,76.60354016,73.74655937
green,76.48169426,71.88076606
green,68.76602271,63.29076907
green,75.58897603,71.84197426
green,76.88640946,71.26026112
green,77.58284143,66.90660862
green,72.08025795,67.30520937
green,77.81262916,64.89254897
green,70.81438267,68.96235908
green,80.21622906,69.27189005
green,72.60409713,63.73934862
green,77.29507316,64.2559871
green,75.95373404,69.52345523
green,71.80919845,65.91934818
green,78.43277597,68.10235103
green,75.10013053,72.02315006
green,77.45522332,67.7222664
green,75.65457626,69.38119294
green,77.60549176,70.84731307
green,75.06504156,65.62602687
green,78.34568595,72.72803107
green,73.94345741,71.75104607
green,76.58186495,72.81889588
green,76.13571457,67.72139669
green,77.53157933,64.60704123
green,73.13687252,70.53348885
green,75.53307449,70.85559676
green,73.25950476,76.62110587
green,77.72591348,74.15847878
green,73.08994086,67.60535171
green,80.19671609,65.97966813
green,77.37111481,70.86296689
green,74.95887606,74.97972748
green,78.61858943,65.4505981
green,74.74622718,66.65849517
green,76.68978684,74.24308496
green,76.5845832,74.51156095
green,76.2691153,69.58366924
green,73.20970731,64.13930915
green,71.24746717,67.37228842
green,69.95519787,72.50225652
green,73.63111092,75.46120072
green,77.04837958,68.95237038
green,74.28288755,67.1056646
green,71.3899472,69.91586195
green,81.46943281,69.43463581
green,77.10602827,66.27199408
green,80.8398543,70.77565252
green,78.63910906,73.17133292
green,73.16586264,69.03936128
green,73.76423639,70.8772506
green,70.67795707,69.7562551
green,77.22142036,70.38469828
green,79.87097776,68.35913073
green,72.23854537,72.59362817
green,71.39340706,69.6954094
green,77.64803421,67.49147564
green,70.45056289,70.89137139
green,80.76483467,71.87189258
green,76.71640733,68.77655141
green,69.85531484,60.96550677
green,76.06475669,73.90849316
green,75.3155456,66.74810835
green,67.5947594,67.95256828
green,74.87442591,73.85589222
green,73.2382177,63.30588033
green,72.33810902,65.68036692
green,75.71615046,66.75164787
green,77.55267091,65.06135589
green,80.1810265,72.30986497
green,67.10247706,72.7934884
green,77.23083398,70.50262839
green,72.14294667,67.68178252
green,78.4689905,67.72896007
green,76.03758502,67.29578078
green,79.33487152,67.4258809
green,70.55171608,70.44847678
green,76.48389389,71.7277901
green,75.88547801,67.63026694
green,78.14358674,69.9569712
green,74.30649447,61.84262175
green,78.43205054,69.22751092
green,73.66511737,66.36467443
green,73.71228779,72.29559954
green,75.0761379,72.55747322
green,71.79224348,62.41051386
green,73.63028508,71.76695256
green,78.33001149,67.30281482
green,79.95548611,68.50817693
green,78.34276404,71.69550248
green,73.72540447,71.06750196
green,75.95543966,66.54293026
green,75.29546895,69.96020027
green,71.22291758,67.59877431
green,75.77222463,72.75556601
green,72.52712002,64.28558224
green,71.81812734,71.45926336
green,77.17651638,73.17328826
green,72.87620434,61.17142497
green,74.56785375,70.94323979
green,72.07885327,67.91106125
green,75.16783328,69.33066525
green,76.47703966,68.18977756
green,76.50763576,71.07629192
green,71.77422607,71.78484092
green,78.77412675,70.7793903
green,79.47891514,68.68112169
green,76.11873128,67.72761261
green,75.47243864,68.57905874
green,75.23202871,68.31812655
green,75.77263784,69.61518581
green,76.12927077,66.52621353
green,75.41047086,70.75374175
green,76.96146951,66.005104
green,73.99269437,64.54715548
green,78.38803479,69.77333245
green,74.88695156,70.24587001
green,69.73291795,72.07625872
green,74.70083889,71.1782282
green,76.34106136,69.65936213
green,78.69009502,71.07479884
green,75.1806313,66.05850679
green,69.17979239,65.57817089
green,75.0144953,65.35353601
green,71.40236423,69.13418561
green,72.07168289,70.98441112
green,71.92311885,71.71917674
green,72.60231923,73.45110436
green,78.41138727,69.98760176
green,72.5054133,68.61542565
green,73.68281168,67.01616917
green,75.55252038,69.76220466
green,77.67113888,68.80693418
green,72.99988497,68.02461205
green,72.52132841,66.9689308
green,73.44415283,65.98240531
green,71.4848439,66.05115901
green,77.76010005,73.40649109
green,68.4541256,69.7518535
green,73.41692377,67.70978473
green,70.67657993,64.26242676
green,69.12964565,69.57859121
green,75.08597459,67.50809983
green,79.61470698,68.74232535
green,79.90392106,68.37855373
green,73.31167137,71.32816617
green,72.90913287,68.79409422
green,73.38532109,68.46599575
green,77.1303307,76.11851544
green,67.31490911,72.26161259
green,75.74310142,69.39005469
green,73.78337886,66.80640601
green,72.76818451,72.53738905
green,68.98163991,66.20205133
green,74.38252075,68.85580748
green,70.05282968,71.55775725
green,74.95407638,67.76606365
green,72.31529497,67.89837053
green,75.13895917,70.32092742
green,76.38301224,69.4184134
green,73.4887837,68.25224216
green,71.93280463,68.3718779
green,73.16477331,69.75269768
green,72.99781949,70.400186
green,70.52017251,72.88278545
green,72.65814536,67.74230316
green,74.4197846,72.94997835
green,74.33750007,64.60435093
green,75.98862522,67.06474029
green,78.87562717,64.94129445
green,76.00101309,69.92832469
green,79.42736092,70.26258414
green,73.05622211,64.90192374
green,79.05200523,69.14359342
green,76.78022672,66.25840118
green,71.42487334,70.48152857
green,76.20651304,64.33525848
green,71.28692148,71.59415195
green,77.84169203,68.8667762
green,73.38076156,65.89217192
green,74.29166944,68.75123366
green,72.96139053,68.20299892
green,72.44346512,67.90661588
green,80.10641913,64.50795273
green,77.97541357,67.24436953
green,77.02563923,68.48001713
green,75.22085988,64.55024338
green,77.20900144,69.90708416
green,76.98513833,73.11934916
green,79.8105618,71.3462616
green,77.55011933,66.60440113
green,74.38143298,67.02940135
green,74.35532117,67.60292324
green,73.59578231,70.81768025
green,73.90878432,68.88144139
green,74.28994818,66.16483049
green,78.66864225,64.46404617
green,68.0149211,70.67789149
green,72.89446251,65.86810965
green,74.60135784,70.49103622
green,71.15022479,69.21921275
green,79.85730183,71.16531304
green,74.2981551,72.2825145
green,71.64924561,64.73011683
green,72.32515864,72.06691097
green,77.61718549,71.06344524
green,80.60702802,68.07763533
green,74.62719449,68.94075283
green,75.32108642,70.46519516
green,72.15439482,70.98150243
green,78.94993413,63.85787002
green,77.16797078,73.37657094
green,68.01223961,64.77631355
green,73.06430236,62.75650764
green,74.29764752,71.86271816
green,71.67551798,64.46522324
green,74.18032747,68.3275706
green,71.59967654,64.96041331
green,76.07792386,63.61624707
green,76.00693429,67.67365801
green,77.43295306,70.94133607
green,76.24936841,69.94769814
green,79.78234212,67.07257855
green,73.84158637,68.95272886
green,68.5400899,68.70391456
green,75.07697764,68.92942653
green,76.94954654,67.66188511
green,73.7962932,70.08284971
green,79.20262943,65.75189247
green,78.28430604,70.13255219
green,76.6124799,67.98177689
green,75.20932427,67.99320422
green,73.3454981,71.11741228
green,74.4691699,67.71728453
green,76.40753354,66.04394925
green,77.90339036,65.39088498
green,74.11165603,71.00709823
green,72.81524022,62.00013787
green,82.42681759,67.74925328
green,76.55567151,69.54436916
green,72.28919038,64.87511878
green,77.79293717,69.02088888
green,75.18505949,71.01072006
green,77.48036775,63.52671424
green,75.15539086,66.33835812
green,74.82471285,74.28678733
green,75.27183486,67.03612674
green,76.23834239,66.10171662
green,73.16974281,66.42684431
green,73.03391031,67.6970418
green,74.44566238,69.55775966
green,75.51390429,66.8889982
green,74.04787063,69.6051588
green,75.95095369,71.10585824
green,71.69479376,70.00854454
green,70.70712464,71.2494771
green,80.6760319,66.59735299
green,76.19363134,68.63177582
green,73.8089156,70.99286577
green,74.16012645,69.16487365
green,77.35535559,69.6380851
green,74.36903756,69.15258204
green,75.57634489,69.54875055
green,74.20582312,68.92598121
green,73.49582683,65.70182701
green,76.80656944,69.52199799
green,75.42448368,67.63389983
green,78.905438,73.30733659
green,71.62380943,67.41122949
green,74.59407778,69.45645419
green,74.37303315,63.08021603
green,71.775413,67.02336372
green,77.99357618,66.51464205
green,74.67780075,72.69511063
green,70.84332603,68.54674215
green,73.22357812,69.43486882
green,71.68399932,69.90089074
green,78.11726554,67.40666556
green,82.62871337,69.90214543
green,72.97885254,73.51987212
green,74.72330998,70.85097813
green,75.8392051,71.14320017
green,83.12687826,66.49643152
green,68.01298961,69.53714262
green,73.45813279,69.88003931
green,71.39161573,67.03469511
green,74.31712558,69.35226165
green,74.17230235,74.92058427
green,72.81057358,66.0764003
green,80.50246715,70.65884295
green,75.77119601,65.77853661
green,82.18075612,70.05599031
green,77.47084988,65.87452567
green,71.20406355,70.77105346
green,72.73952635,65.1946803
green,75.81911526,69.06143299
green,73.26630318,73.02394878
green,76.06286907,68.33257774
green,77.19771793,68.68080722
green,76.26336683,73.21257094
green,74.5961615,75.10888966
green,73.0693832,76.44931534
green,71.13203793,67.81912403
green,76.0226847,65.83459023
green,77.76700702,70.95346303
green,74.76099177,70.30678633
green,77.26085296,72.8556247
green,81.68258905,69.4506401
green,80.80146385,69.48245808
green,73.51528357,73.5412759
green,76.64013552,69.48597231
green,72.89336809,71.04670538
green,77.06944027,70.45355263
green,74.82491058,68.86658424
green,75.83276273,67.39556651
green,72.42295616,67.98735647
green,78.61613375,63.1544191
green,74.7474601,72.83536505
green,73.66224013,64.21466751
green,74.77013588,67.22789855
green,75.22919514,67.88900686
green,79.91059204,72.61658507
green,71.66782803,69.17355211
green,82.37697361,71.83267587
green,72.68006284,68.11730445
green,75.52393012,74.01410535
green,68.82557591,70.46099346
green,73.03661841,70.64188265
green,77.19532009,71.63259295
green,76.51569918,64.55330324
green,76.23171667,68.96842796
green,73.59970409,69.64327275
green,69.4692826,66.69981225
green,71.78152612,69.03651156
green,74.3105137,66.83597901
green,76.86491152,69.65924229
green,77.51233644,63.64551533
green,74.09133585,69.85322877
green,74.5453424,67.09117952
green,74.51144543,71.81801969
green,75.1735366,63.08066851
green,79.61143466,69.12753993
green,72.81986242,68.33727107
green,74.38571184,71.82157084
green,75.23617888,64.25996667
green,70.98520232,67.35380695
green,72.23691229,71.13558455
green,75.60078585,70.83862087
green,76.28120738,70.06900232
green,78.42027063,69.86571092
green,73.60288213,63.99437486
green,79.36170186,71.55318659
green,72.40633135,69.64732819
green,70.21115076,63.55587874
green,69.16195966,68.47964601
green,78.31215082,71.86130328
green,75.91461633,71.11136275
green,74.60873433,67.10614515
green,74.11915984,71.7227753
green,79.75876637,67.80911002
green,78.60343651,70.1458769
green,71.98878087,71.7855981
green,70.82694905,70.17172827
green,78.25588764,67.04189235
green,76.68183542,71.4599471
green,73.46705704,73.43229026
green,76.1893559,66.2124107
green,68.93030669,68.453417
green,73.00457558,72.01097542
green,76.30502162,66.44402434
green,74.78126508,63.84187259
green,71.15433707,67.51590289
green,78.04579839,72.19946933
green,78.48917802,64.9144571
green,72.17988048,68.25508851
green,74.44360011,71.88579023
green,77.19184182,69.14078236
green,77.59117453,70.70075716
green,73.41375716,73.87194048
green,72.36438048,71.70231363
green,76.03522622,70.77357195
green,69.25194535,70.47295922
green,72.14976723,65.52475019
green,77.32076138,71.51759068
green,69.88860478,70.62631987
green,71.39766862,70.2108622
green,74.27764481,69.17160103
green,74.0937795,65.18685635
green,69.73786573,69.46078126
green,76.52813653,72.76486829
green,71.93563099,67.16486112
green,74.52582319,63.59745226
green,74.41028338,74.51408361
green,77.08988622,67.30716619
green,74.80205562,72.4210698
green,74.59695604,70.87216041
green,79.96422253,73.9732083
green,76.11568465,68.87372825
green,76.87062139,68.09866642
green,76.42469588,74.19677394
green,76.71490388,75.46958947
green,79.0072094,69.95555664
green,74.82868752,69.50954114
green,75.72853184,71.22704849
green,80.9089024,66.98238993
green,73.40988506,70.49347846
green,78.87302694,66.03116399
green,73.17876541,68.10756116
green,80.13041903,71.3846506
green,73.00125786,66.71113977
green,72.55688317,71.55258187
green,78.10920787,70.50653718
green,77.8947946,73.30122761
green,76.65513251,75.49698897
green,75.81956559,67.27387273
green,75.72557941,70.1719165
green,81.16428212,73.67599134
green,70.70239651,69.59713628
green,72.04099105,67.038561
green,71.16257963,66.00728758
green,77.88226647,73.20133291
green,74.26307419,76.79847512
green,74.60997463,65.85809915
green,80.34992046,69.33161191
green,73.26292064,64.29579256
green,81.0683838,69.20901362
green,70.77167756,68.07846041
green,78.95350684,68.96384014
green,75.96936301,77.68456317
green,73.83419844,64.80395856
green,74.48148929,70.29634021
green,79.016924,74.49797315
green,80.11141762,67.16693237
green,69.96459654,66.54197186
green,85.26328383,69.14492838
green,82.73382796,72.90165411
green,73.4240345,67.97062548
green,74.80685428,65.92262619
green,73.00935793,69.21164563
green,74.72099673,62.9465422
green,77.21957831,64.57363464
green,75.31008844,72.25938839
green,75.57602099,70.37644672
green,79.43642281,62.47801071
green,68.38839456,70.85284877
green,73.52567086,62.08561394
green,75.43325181,67.65909386
green,72.65069809,69.89847203
green,78.18289872,64.71457624
green,73.66348307,72.80249245
green,73.71245954,72.64351737
green,78.5670354,66.97543221
green,77.50288222,72.36306573
blue,63.39309955,74.01165224
blue,64.30022638,77.25518693
blue,64.34200838,72.7061009
blue,60.43168447,77.96203719
blue,58.94778083,76.83238242
blue,67.41065213,75.67026203
blue,63.46277986,76.14935066
blue,63.75128452,75.40723932
blue,60.61406296,74.10591762
blue,65.26509968,74.31294814
blue,66.67895359,73.79232841
blue,66.05574021,77.47734504
blue,58.95274595,76.19898411
blue,60.918984,74.78253248
blue,63.1955832,72.72228607
blue,64.3936816,75.63971068
blue,61.91222297,72.98690373
blue,61.2829014,73.29677591
blue,63.45957187,79.07757209
blue,61.1147137,72.20803555
blue,67.0870086,73.23401001
blue,59.3490092,73.83838774
blue,64.01758441,73.80848863
blue,59.00734559,72.74894924
blue,62.01135417,74.62454902
blue,65.96867457,72.92391591
blue,65.24353715,77.68492109
blue,60.2002787,75.24702585
blue,60.04780393,76.71629558
blue,63.11621168,72.18914415
blue,61.09404672,74.97108581
blue,63.81154023,76.09115136
blue,61.03212303,75.19622418
blue,59.77975397,75.03519326
blue,62.13966246,72.93143976
blue,60.55157873,73.74256574
blue,65.17328393,74.19019719
blue,62.33038884,73.39525757
blue,62.92431859,76.52761431
blue,65.76118266,78.51922587
blue,66.71564248,77.63036016
blue,62.89409956,75.84568046
blue,63.6666724,74.76338462
blue,65.61819536,76.15201146
blue,62.65107551,73.42277159
blue,60.91274827,75.52983422
blue,64.98840073,75.3329324
blue,59.95073092,70.30995357
blue,62.50949374,78.79327404
blue,62.19568984,72.33687713
blue,61.95451133,69.74824472
blue,57.49278249,74.99931506
blue,61.82619952,75.21482459
blue,65.53262586,74.98398914
blue,62.06225869,75.28112923
blue,61.76191363,72.63014532
blue,61.66772103,76.18499421
blue,61.25052141,77.76137516
blue,63.29204341,73.32254283
blue,64.18556142,75.61174847
blue,65.8974115,74.45819936
blue,59.86781742,74.87842819
blue,63.79070666,76.95141691
blue,62.69353208,75.55553642
blue,63.57057204,78.86368213
blue,60.93656546,74.33541879
blue,63.09102284,77.96388659
blue,60.69277243,74.08868887
blue,64.31940655,74.5373552
blue,61.10762037,74.34576475
blue,63.12709456,75.57580406
blue,58.74553465,75.93306845
blue,63.65393372,75.29032217
blue,65.2154458,76.19865067
blue,64.53232575,73.43613532
blue,65.10734596,74.52224297
blue,60.2881144,76.30427069
blue,62.66139723,77.07615714
blue,62.86059802,75.67668221
blue,64.4403913,76.41877965
blue,62.66443625,76.68012232
blue,62.59344217,76.21861799
blue,66.3562565,74.55256467
blue,65.18187026,74.67131216
blue,59.48711074,76.24398766
blue,62.23077841,74.08923235
blue,61.01568363,74.73603249
blue,68.94317007,74.81638598
blue,62.01133094,71.82638199
blue,65.29607957,75.6683778
blue,63.1925425,76.14001369
blue,63.21766042,74.87779327
blue,63.9904739,78.5881344
blue,62.714713,74.64843526
blue,64.66587399,76.15759847
blue,64.11964755,76.06519626
blue,59.62980811,76.56935812
blue,61.88877537,75.83542417
blue,61.95329375,74.61743884
blue,61.98779135,76.1267065
blue,65.13056977,75.50704468
blue,65.97405407,75.48704428
blue,61.1563981,76.4391805
blue,64.08287093,76.54546596
blue,60.66046415,74.98295427
blue,61.88583925,74.22186169
blue,63.59693109,77.65646671
blue,62.62215442,75.1060251
blue,61.63909959,74.24746968
blue,60.48510292,73.10752331
blue,62.37646693,75.53997897
blue,63.10499609,75.77430117
blue,64.12446762,72.7238948
blue,61.24836635,72.30329102
blue,64.17351193,75.36839424
blue,60.67232086,73.36220069
blue,61.90777596,77.6972306
blue,63.90075434,72.78560119
blue,61.61496905,71.90219377
blue,61.44080778,74.86030412
blue,62.90533468,75.93601018
blue,63.07086913,75.31376229
blue,64.86896392,74.75828073
blue,62.53322796,75.75760165
blue,59.59842383,73.46322871
blue,61.6883238,75.45398387
blue,61.73905906,73.33262547
blue,61.13534482,73.39121029
blue,63.6438074,75.21343094
blue,68.00353019,75.82292982
blue,64.58833494,73.26175687
blue,62.69032088,71.8980449
blue,64.00733437,72.94730004
blue,65.88553648,70.99959402
blue,62.38146565,75.25803437
blue,64.32896094,76.16953754
blue,64.12379823,78.60385829
blue,62.75473035,73.21054324
blue,63.11309201,74.05492437
blue,64.30378201,74.7829824
blue,62.94752271,75.47516607
blue,62.32098201,73.40330337
blue,61.81202004,76.85866436
blue,63.58192415,74.24062168
blue,62.889956,76.97034115
blue,62.25652345,71.74156339
blue,63.35317694,74.67553067
blue,61.45386616,75.69154946
blue,61.39516078,74.01561815
blue,65.74713227,74.04262646
blue,61.23728787,73.72453148
blue,63.63157612,75.20684141
blue,61.06322684,77.52459672
blue,62.53878071,72.95140178
blue,63.78072456,74.80199308
blue,60.98092643,74.03486627
blue,64.19007734,77.82640644
blue,63.43783046,78.85545636
blue,62.36678742,76.00146626
blue,63.49093308,75.13262175
blue,63.15008967,77.73249961
blue,61.32069993,74.07676974
blue,60.20587216,74.88635924
blue,63.21226354,77.10045716
blue,60.99055766,75.21142747
blue,62.92956002,74.04917431
blue,59.70384767,75.3699727
blue,61.14193502,74.10473235
blue,63.54422163,78.73983685
blue,65.09064559,74.23355279
blue,63.3385571,76.88152516
blue,61.01113003,75.00228076
blue,62.1693252,77.66070207
blue,65.18727225,76.86144869
blue,64.03736852,73.70248614
blue,64.57408068,75.56411519
blue,64.99340191,74.70836714
blue,63.75493595,76.00556572
blue,65.21876,74.90727818
blue,61.05357209,75.94066931
blue,63.59929051,74.76604179
blue,62.32103536,76.91128481
blue,63.40347779,75.62633389
blue,65.65079594,72.36826915
blue,64.00758696,74.95854064
blue,61.74072661,74.32667419
blue,62.29969177,77.23287348
blue,61.09732275,72.69666133
blue,62.8203715,70.91001006
blue,62.0008062,75.93535066
blue,64.58314539,76.88392413
blue,62.01454479,75.90582071
blue,64.42062942,77.7055653
blue,64.44146027,76.80391138
blue,62.12933957,73.13937974
blue,65.85298349,76.86104999
blue,63.05384861,73.82244672
blue,61.69436316,77.21017512
blue,63.1487987,76.98576382
blue,61.01807496,74.90042392
blue,64.30198656,77.13587432
blue,61.20966402,74.46420496
blue,65.58598587,77.0220112
blue,58.85158683,70.3871309
blue,60.77507976,72.89721544
blue,62.32330822,75.29511485
blue,61.59860496,73.97868066
blue,65.69389034,69.66408353
blue,62.87914806,73.32953875
blue,63.70960883,78.22791717
blue,64.41473911,72.58244222
blue,63.3057559,75.33387608
blue,64.92202008,74.01220271
blue,63.87943245,75.036632
blue,64.39642761,74.6452701
blue,60.02798507,74.72817152
blue,60.74735653,74.75498369
blue,58.54718503,70.64601282
blue,62.49345427,75.00111917
blue,65.86351299,75.25670393
blue,61.04319434,75.82467338
blue,63.63012644,77.73447835
blue,63.88191233,75.07352028
blue,63.4770528,75.54154379
blue,62.43155477,72.14468738
blue,61.76371191,75.19914936
blue,61.72646408,71.88909624
blue,63.03490649,78.99697861
blue,65.59927682,74.28595486
blue,61.41298503,75.70432178
blue,62.75493123,75.8826716
blue,63.19853631,72.38501404
blue,64.58282698,75.93376171
blue,62.53734377,72.85420011
blue,64.27543461,75.91701133
blue,60.00653438,73.76238982
blue,64.43679931,73.64012522
blue,63.19274202,75.82841236
blue,60.80870945,75.73285457
blue,58.33928273,74.50218667
blue,62.26932673,73.52734115
blue,64.33772146,75.38801151
blue,63.63811059,74.90249244
blue,62.27166722,76.91900096
blue,63.10013071,73.73583213
blue,63.3119812,74.75386505
blue,61.49517895,79.54156643
blue,63.10911016,72.43216715
blue,63.22453709,75.63450284
blue,61.55433708,75.82130103
blue,63.39639113,74.102219
blue,63.62112063,73.58064787
blue,64.0526472,72.08559188
blue,64.42209304,72.1648071
blue,63.82062123,74.47195862
blue,63.60279785,77.50557362
blue,62.80913981,75.10741537
blue,63.89752061,78.09143941
blue,60.46150992,73.79552742
blue,64.30854039,76.1572052
blue,61.93018125,75.24879721
blue,67.67505765,75.72530018
blue,61.80732388,75.41080308
blue,57.22474034,76.55545515
blue,65.7441706,74.98453634
blue,61.80269524,76.9370047
blue,64.18590184,75.98036983
blue,63.45148414,74.98092536
blue,65.19262412,74.77438002
blue,61.19346795,72.44665758
blue,60.62187682,73.7027988
blue,65.129938,74.47338487
blue,61.08286506,76.87126862
blue,59.93261176,76.58263804
blue,64.55593899,73.38744997
blue,62.86948345,74.04735455
blue,67.55640845,78.4742788
blue,63.68721925,72.17496581
blue,62.29381452,75.35870413
blue,61.7456309,75.55531192
blue,66.36921735,73.99659355
blue,60.57014423,72.25501908
blue,64.23392409,74.2129651
blue,64.12336003,80.37704866
blue,61.85438814,74.78046644
blue,66.07143576,74.55375807
blue,61.50468907,75.35873386
blue,62.96105628,72.66236812
blue,63.77525681,76.50239305
blue,67.64625195,76.43879221
blue,64.23030448,74.30370965
blue,66.46309606,75.11866769
blue,61.54287475,73.98992304
blue,59.50911939,76.37978346
blue,64.77871357,71.68244245
blue,59.743062,74.555498
blue,60.31557927,76.24684331
blue,64.2215404,78.37467288
blue,62.88844675,73.182997
blue,64.69403856,72.76275581
blue,65.86634948,74.78357798
blue,64.82548977,74.88496153
blue,63.76465996,76.5160845
blue,64.10403723,74.77122379
blue,63.2896533,73.85196343
blue,66.41678457,78.77987849
blue,63.10477876,74.34169392
blue,64.61428766,76.76175569
blue,61.11976744,76.48883268
blue,63.07848447,74.12051458
blue,59.00474534,78.32487272
blue,63.2774592,72.68840271
blue,60.02344647,73.12452252
blue,62.73425123,77.3342436
blue,62.51976625,71.88508352
blue,64.94403856,76.2747144
blue,61.7155371,75.39489903
blue,61.67164311,76.47894664
blue,59.05397258,76.56287178
blue,64.2407634,73.66889816
blue,65.17734324,73.63115538
blue,62.54784552,76.62859123
blue,65.96047588,76.77676805
blue,62.18048789,72.77265653
blue,60.99535592,72.53621661
blue,63.4582908,72.85068036
blue,64.37256908,74.97044188
blue,60.01295925,74.95787927
blue,59.7287332,79.65518377
blue,63.09283976,76.07515724
blue,63.96087057,74.69813247
blue,58.31102725,73.9441196
blue,59.587625,73.92988705
blue,63.61553988,73.76025749
blue,64.77746891,72.81170569
blue,62.23812882,75.34952882
blue,65.40084474,68.62162779
blue,61.77242716,72.66111152
blue,62.66660837,76.983127
blue,65.69948548,75.29839386
blue,62.83688527,76.10926214
blue,63.0517462,73.8206186
blue,61.20025859,77.81912911
blue,63.13402121,74.40511265
blue,61.71146883,76.17470963
blue,59.40112097,75.02734655
blue,61.05901626,75.95818903
blue,62.52270182,74.11709229
blue,63.32726349,77.48801561
blue,65.13607179,73.96473253
blue,63.07706845,80.71987327
blue,62.74518655,74.67654253
blue,65.21226678,75.25225299
blue,67.83011279,73.75971279
blue,62.8291245,76.46605725
blue,65.35597118,75.37775896
blue,63.97236573,76.27066265
blue,62.84790804,76.42634142
blue,59.1582299,73.46222452
blue,61.06489451,76.65173275
blue,61.88651214,72.62022524
blue,60.77958563,75.30672606
blue,60.67750012,76.82524433
blue,62.17414903,71.81707115
blue,64.90377887,74.11720078
blue,61.15963895,74.19407809
blue,63.23635024,70.87539456
blue,62.59401441,74.59487025
blue,64.5861996,77.81517738
blue,63.07687368,72.18521186
blue,62.66367402,72.80109659
blue,61.83162118,74.21384901
blue,64.78379733,74.88107391
blue,65.27866615,75.20985081
blue,63.03888497,75.37799044
blue,69.5435655,74.4435951
blue,62.99401358,79.71839383
blue,68.8476479,74.10473092
blue,62.73224096,72.3292866
blue,59.85858588,71.87043703
blue,60.15046684,74.60104089
blue,61.25706011,73.92063257
blue,65.95681596,77.09913744
blue,66.4066466,74.62561714
blue,63.79521719,75.15840412
blue,63.61699059,71.764694
blue,61.92608941,74.52012403
blue,61.64664881,74.45622615
blue,61.5641938,72.19392698
blue,61.25890001,73.1740967
blue,61.9201551,73.25361689
blue,61.75462046,76.65438636
blue,64.0570749,76.11605377
blue,64.54163734,76.3888499
blue,66.20636151,77.81164306
blue,58.10275729,74.35721082
blue,63.99023936,77.36611382
blue,62.36306304,74.46853065
blue,62.46721879,77.31235974
blue,59.71659178,72.49390795
blue,62.93424389,73.79159408
blue,61.44798579,76.82683192
