Alternative,Value
Alternative 3,77.61368772
Alternative 3,68.49319598
Alternative 3,73.48998143
Alternative 3,72.63845256
Alternative 3,71.25419937
Alternative 3,71.76627798
Alternative 3,75.75023206
Alternative 3,74.64067791
Alternative 3,74.0974421
Alternative 3,68.03770867
Alternative 3,71.02703787
Alternative 3,74.60607866
Alternative 3,72.36589454
Alternative 3,72.60969321
Alternative 3,78.14862214
Alternative 3,75.52676505
Alternative 3,71.86846614
Alternative 3,73.59391195
Alternative 3,74.14528956
Alternative 3,72.95911446
Alternative 3,72.10783917
Alternative 3,74.84458775
Alternative 3,77.22358416
Alternative 3,75.68055601
Alternative 3,74.39955896
Alternative 3,76.16346073
Alternative 3,77.3817551
Alternative 3,74.57845813
Alternative 3,76.3674156
Alternative 3,71.56328128
Alternative 3,74.25104794
Alternative 3,73.73910517
Alternative 3,75.58699351
Alternative 3,76.07195854
Alternative 3,74.62914606
Alternative 3,72.70135733
Alternative 3,72.21085735
Alternative 3,75.83556183
Alternative 3,79.07051056
Alternative 3,72.63859322
Alternative 3,73.84560398
Alternative 3,75.99204168
Alternative 3,73.33613865
Alternative 3,75.36471694
Alternative 3,74.85721165
Alternative 3,72.67124523
Alternative 3,77.49432375
Alternative 3,77.53892351
Alternative 3,78.07241852
Alternative 3,78.80398976
Alternative 3,73.48091464
Alternative 3,73.60655431
Alternative 3,75.783654
Alternative 3,76.89024293
Alternative 3,73.98112153
Alternative 3,73.72996557
Alternative 3,73.14518542
Alternative 3,79.44660567
Alternative 3,67.47550094
Alternative 3,74.4972659
Alternative 3,75.11463863
Alternative 3,71.82117119
Alternative 3,76.15627768
Alternative 3,69.09873695
Alternative 3,77.86490658
Alternative 3,70.00991825
Alternative 3,68.39179536
Alternative 3,72.70930852
Alternative 3,75.48624118
Alternative 3,73.04529851
Alternative 3,73.32213901
Alternative 3,75.99961493
Alternative 3,71.82329724
Alternative 3,74.74245136
Alternative 3,76.49379898
Alternative 3,79.90196897
Alternative 3,76.43835564
Alternative 3,80.14428898
Alternative 3,76.3594801
Alternative 3,74.99027662
Alternative 3,68.23039543
Alternative 3,71.32602434
Alternative 3,74.04311213
Alternative 3,77.13681137
Alternative 3,74.03245928
Alternative 3,76.63094586
Alternative 3,71.80856594
Alternative 3,74.17761085
Alternative 3,75.6510181
Alternative 3,73.92184285
Alternative 3,75.33849508
Alternative 3,72.98775592
Alternative 3,76.12303567
Alternative 3,74.75683532
Alternative 3,74.85885196
Alternative 3,69.15363874
Alternative 3,72.97899426
Alternative 3,70.53106775
Alternative 3,70.18284583
Alternative 3,73.5183507
Alternative 3,74.5176049
Alternative 3,75.85080068
Alternative 3,78.27378795
Alternative 3,76.33320089
Alternative 3,78.03621102
Alternative 3,73.42106914
Alternative 3,74.07647948
Alternative 3,78.25550665
Alternative 3,75.00362155
Alternative 3,69.95926585
Alternative 3,72.46033344
Alternative 3,78.02277618
Alternative 3,73.16778823
Alternative 3,76.0003324
Alternative 3,75.04266809
Alternative 3,73.51092718
Alternative 3,73.94764082
Alternative 3,76.17516164
Alternative 3,75.62873649
Alternative 3,78.70401042
Alternative 3,74.40054065
Alternative 3,72.23037587
Alternative 3,75.4977093
Alternative 3,77.11600366
Alternative 3,81.84590087
Alternative 3,73.60895096
Alternative 3,74.02093928
Alternative 3,77.64747963
Alternative 3,78.84385838
Alternative 3,73.02395443
Alternative 3,76.99371136
Alternative 3,73.30452746
Alternative 3,72.11346519
Alternative 3,76.87008271
Alternative 3,75.31949332
Alternative 3,76.16799263
Alternative 3,73.25848951
Alternative 3,80.38493387
Alternative 3,76.99586403
Alternative 3,73.87679272
Alternative 3,77.10824679
Alternative 3,71.35645685
Alternative 3,74.58674962
Alternative 3,79.2100737
Alternative 3,74.43348207
Alternative 3,77.73147112
Alternative 3,74.334234
Alternative 3,68.1059208
Alternative 3,72.35936236
Alternative 3,75.66820707
Alternative 3,79.33965813
Alternative 3,73.21979362
Alternative 3,75.82793703
Alternative 3,72.10554213
Alternative 3,71.95063128
Alternative 3,72.66805007
Alternative 3,79.1071862
Alternative 3,77.82093027
Alternative 3,76.78099547
Alternative 3,78.34638766
Alternative 3,73.72672501
Alternative 3,77.27873081
Alternative 3,75.62888783
Alternative 3,71.85269723
Alternative 3,72.50681333
Alternative 3,75.1501588
Alternative 3,75.61689018
Alternative 3,74.03592474
Alternative 3,72.01052627
Alternative 3,68.72732418
Alternative 3,76.27570644
Alternative 3,74.11418487
Alternative 3,76.64748265
Alternative 3,70.36232456
Alternative 3,71.23999219
Alternative 3,74.66600438
Alternative 3,70.76155939
Alternative 3,69.05113845
Alternative 3,77.35078622
Alternative 3,77.70260802
Alternative 3,71.91010907
Alternative 3,74.18382819
Alternative 3,71.59808128
Alternative 3,75.94928075
Alternative 3,74.9109651
Alternative 3,72.39161865
Alternative 3,72.67734737
Alternative 3,71.81375642
Alternative 3,76.30912279
Alternative 3,76.71302654
Alternative 3,76.12942468
Alternative 3,72.47133091
Alternative 3,69.64149112
Alternative 3,76.59262699
Alternative 3,74.46882316
Alternative 3,74.88182295
Alternative 3,78.09638395
Alternative 3,72.3194525
Alternative 3,78.43204598
Alternative 3,73.76042551
Alternative 3,72.86043653
Alternative 3,74.38276157
Alternative 3,76.17005919
Alternative 3,74.37835306
Alternative 3,72.29847834
Alternative 3,74.15512716
Alternative 3,67.3742067
Alternative 3,73.47446495
Alternative 3,76.36789865
Alternative 3,74.49222068
Alternative 3,77.06498317
Alternative 3,76.4579473
Alternative 3,76.93694024
Alternative 3,76.96813484
Alternative 3,69.78425772
Alternative 3,75.01247904
Alternative 3,79.890202
Alternative 3,73.55854432
Alternative 3,76.35840733
Alternative 3,75.43018119
Alternative 3,76.67103668
Alternative 3,74.18390965
Alternative 3,73.05510211
Alternative 3,75.21588253
Alternative 3,75.62344449
Alternative 3,74.44400313
Alternative 3,75.094322
Alternative 3,76.2340558
Alternative 3,72.67144833
Alternative 3,78.41903297
Alternative 3,81.60228081
Alternative 3,79.43161599
Alternative 3,73.63674645
Alternative 3,69.53133819
Alternative 3,75.16259387
Alternative 3,77.64081966
Alternative 3,77.33432009
Alternative 3,71.31075968
Alternative 3,71.66055447
Alternative 3,75.4012339
Alternative 3,76.87824404
Alternative 3,77.61879499
Alternative 3,77.44917594
Alternative 3,72.09607352
Alternative 3,71.06218483
Alternative 3,68.96244067
Alternative 3,76.51479809
Alternative 3,77.4843347
Alternative 3,76.00755207
Alternative 3,71.82262666
Alternative 3,79.70315025
Alternative 3,73.88956013
Alternative 3,80.33711508
Alternative 3,76.65420602
Alternative 3,78.57093194
Alternative 3,75.99180668
Alternative 3,74.80604332
Alternative 3,71.96235579
Alternative 3,73.32445743
Alternative 3,74.85867649
Alternative 3,75.8462222
Alternative 3,74.90034236
Alternative 3,74.46608403
Alternative 3,75.55045655
Alternative 3,73.42688387
Alternative 3,73.39218763
Alternative 3,70.6328859
Alternative 3,77.53881441
Alternative 3,75.1407971
Alternative 3,74.7491273
Alternative 3,72.77724416
Alternative 3,74.25667841
Alternative 3,71.73965143
Alternative 3,71.85210794
Alternative 3,69.24314468
Alternative 3,77.94509632
Alternative 3,75.37789225
Alternative 3,71.64967087
Alternative 3,78.49135981
Alternative 3,76.87377505
Alternative 3,77.22714682
Alternative 3,74.3226883
Alternative 3,73.73138398
Alternative 3,74.70584129
Alternative 3,76.21407197
Alternative 3,77.39974382
Alternative 3,79.76840745
Alternative 3,73.47278879
Alternative 3,71.95330576
Alternative 3,75.302576
Alternative 3,84.06631256
Alternative 3,73.71415246
Alternative 3,78.43704365
Alternative 3,74.27070537
Alternative 3,73.56437029
Alternative 3,72.86874863
Alternative 3,74.36626612
Alternative 3,79.92535341
Alternative 3,75.90554016
Alternative 3,76.46198737
Alternative 3,77.51620738
Alternative 3,81.21522454
Alternative 3,77.32685653
Alternative 3,70.71866594
Alternative 3,71.89946599
Alternative 3,70.23163466
Alternative 3,66.45435969
Alternative 3,78.87220178
Alternative 3,73.51882838
Alternative 3,76.18491203
Alternative 3,78.54485356
Alternative 3,73.46450192
Alternative 3,74.59509705
Alternative 3,76.05076854
Alternative 3,75.67763767
Alternative 3,72.67705425
Alternative 3,77.19244683
Alternative 3,76.63690658
Alternative 3,74.13465211
Alternative 3,71.33285727
Alternative 3,76.90000079
Alternative 3,79.28255897
Alternative 3,79.14155248
Alternative 3,77.6179037
Alternative 3,73.55059479
Alternative 3,73.40595924
Alternative 3,73.23694573
Alternative 3,73.76490639
Alternative 3,77.12755686
Alternative 3,75.76919026
Alternative 3,69.43091824
Alternative 3,69.41823711
Alternative 3,74.93149772
Alternative 3,75.44981624
Alternative 3,68.07757697
Alternative 3,72.55065832
Alternative 3,75.08268346
Alternative 3,79.38535775
Alternative 3,68.96139382
Alternative 3,71.23366717
Alternative 3,71.75907946
Alternative 3,75.52618824
Alternative 3,75.99251766
Alternative 3,74.03793231
Alternative 3,70.16301394
Alternative 3,73.10834275
Alternative 3,73.31854204
Alternative 3,74.39225615
Alternative 3,79.86865554
Alternative 3,72.96968841
Alternative 3,75.22879322
Alternative 3,72.88380498
Alternative 3,71.27931645
Alternative 3,76.90784369
Alternative 3,71.84811396
Alternative 3,83.20562757
Alternative 3,75.27768881
Alternative 3,75.18076073
Alternative 3,74.80036437
Alternative 3,80.53093662
Alternative 3,76.99178133
Alternative 3,74.24702807
Alternative 3,71.50143058
Alternative 3,71.88381672
Alternative 3,72.64503208
Alternative 3,78.64484529
Alternative 3,74.43305527
Alternative 3,72.72840413
Alternative 3,77.37617843
Alternative 3,79.03554006
Alternative 3,72.91640555
Alternative 3,73.66520237
Alternative 3,76.03585256
Alternative 3,74.98546669
Alternative 3,76.21909941
Alternative 3,80.14259558
Alternative 3,74.81884034
Alternative 3,74.1578932
Alternative 3,76.45624338
Alternative 3,74.85196641
Alternative 3,76.88329518
Alternative 3,74.32808655
Alternative 3,76.33056814
Alternative 3,70.30877788
Alternative 3,75.04171097
Alternative 3,73.45135204
Alternative 3,71.42837227
Alternative 3,73.76079238
Alternative 3,76.11598484
Alternative 3,75.27702889
Alternative 3,77.08045129
Alternative 3,77.82269773
Alternative 3,77.48539209
Alternative 3,74.02653247
Alternative 3,71.01553141
Alternative 3,74.15899509
Alternative 3,78.50896631
Alternative 3,74.63557091
Alternative 3,70.08812505
Alternative 3,76.47414967
Alternative 3,75.84545793
Alternative 3,73.79818993
Alternative 3,75.52008451
Alternative 3,79.10816301
Alternative 3,78.89758828
Alternative 3,73.63110932
Alternative 3,75.03199459
Alternative 3,70.63773257
Alternative 3,72.81674002
Alternative 3,81.02472119
Alternative 3,79.49402906
Alternative 3,74.31223582
Alternative 3,72.92260456
Alternative 3,70.90013011
Alternative 3,81.37815556
Alternative 3,75.34388917
Alternative 3,73.21815327
Alternative 3,78.23420201
Alternative 3,71.7012425
Alternative 3,77.17969259
Alternative 3,79.32261091
Alternative 3,74.36948952
Alternative 3,79.35384283
Alternative 3,76.92465429
Alternative 3,72.96357714
Alternative 3,76.72293821
Alternative 3,72.88645642
Alternative 3,73.39804783
Alternative 3,77.32315382
Alternative 3,73.57313581
Alternative 3,74.92671786
Alternative 3,78.05702429
Alternative 3,71.38325881
Alternative 3,79.7858816
Alternative 3,81.12586638
Alternative 3,76.84344375
Alternative 3,76.26579352
Alternative 3,73.510735
Alternative 3,76.47288424
Alternative 3,73.49405349
Alternative 3,75.86450945
Alternative 3,72.94012198
Alternative 3,77.36521136
Alternative 3,77.07410652
Alternative 3,78.72899702
Alternative 3,80.94662914
Alternative 3,73.0606745
Alternative 3,77.89856788
Alternative 3,70.71819766
Alternative 3,73.62754872
Alternative 3,77.83640005
Alternative 3,72.78483255
Alternative 3,76.0369221
Alternative 3,72.29866592
Alternative 3,73.88894789
Alternative 3,74.87760922
Alternative 3,73.1630437
Alternative 3,69.16244373
Alternative 3,75.72928899
Alternative 3,76.42470029
Alternative 3,75.41014372
Alternative 3,73.53375682
Alternative 3,77.70061097
Alternative 3,78.23260698
Alternative 3,67.87898743
Alternative 3,78.37372451
Alternative 3,69.66135676
Alternative 3,73.96634891
Alternative 3,71.67248066
Alternative 3,73.10968265
Alternative 3,78.95065131
Alternative 3,76.60354016
Alternative 3,76.48169426
Alternative 3,68.76602271
Alternative 3,75.58897603
Alternative 3,76.88640946
Alternative 3,77.58284143
Alternative 3,72.08025795
Alternative 3,77.81262916
Alternative 3,70.81438267
Alternative 3,80.21622906
Alternative 3,72.60409713
Alternative 3,77.29507316
Alternative 3,75.95373404
Alternative 3,71.80919845
Alternative 3,78.43277597
Alternative 3,75.10013053
Alternative 3,77.45522332
Alternative 3,75.65457626
Alternative 3,77.60549176
Alternative 3,75.06504156
Alternative 3,78.34568595
Alternative 3,73.94345741
Alternative 3,76.58186495
Alternative 3,76.13571457
Alternative 3,77.53157933
Alternative 3,73.13687252
Alternative 3,75.53307449
Alternative 3,73.25950476
Alternative 3,77.72591348
Alternative 3,73.08994086
Alternative 3,80.19671609
Alternative 3,77.37111481
Alternative 3,74.95887606
Alternative 3,78.61858943
Alternative 3,74.74622718
Alternative 3,76.68978684
Alternative 3,76.5845832
Alternative 3,76.2691153
Alternative 3,73.20970731
Alternative 3,71.24746717
Alternative 3,69.95519787
Alternative 3,73.63111092
Alternative 3,77.04837958
Alternative 3,74.28288755
Alternative 3,71.3899472
Alternative 3,81.46943281
Alternative 3,77.10602827
Alternative 3,80.8398543
Alternative 3,78.63910906
Alternative 3,73.16586264
Alternative 3,73.76423639
Alternative 3,70.67795707
Alternative 3,77.22142036
Alternative 3,79.87097776
Alternative 3,72.23854537
Alternative 3,71.39340706
Alternative 3,77.64803421
Alternative 3,70.45056289
Alternative 3,80.76483467
Alternative 3,76.71640733
Alternative 3,69.85531484
Alternative 3,76.06475669
Alternative 3,75.3155456
Alternative 3,67.5947594
Alternative 3,74.87442591
Alternative 3,73.2382177
Alternative 3,72.33810902
Alternative 3,75.71615046
Alternative 3,77.55267091
Alternative 3,80.1810265
Alternative 3,67.10247706
Alternative 3,77.23083398
Alternative 3,72.14294667
Alternative 3,78.4689905
Alternative 3,76.03758502
Alternative 3,79.33487152
Alternative 3,70.55171608
Alternative 3,76.48389389
Alternative 3,75.88547801
Alternative 3,78.14358674
Alternative 3,74.30649447
Alternative 3,78.43205054
Alternative 3,73.66511737
Alternative 3,73.71228779
Alternative 3,75.0761379
Alternative 3,71.79224348
Alternative 3,73.63028508
Alternative 3,78.33001149
Alternative 3,79.95548611
Alternative 3,78.34276404
Alternative 3,73.72540447
Alternative 3,75.95543966
Alternative 3,75.29546895
Alternative 3,71.22291758
Alternative 3,75.77222463
Alternative 3,72.52712002
Alternative 3,71.81812734
Alternative 3,77.17651638
Alternative 3,72.87620434
Alternative 3,74.56785375
Alternative 3,72.07885327
Alternative 3,75.16783328
Alternative 3,76.47703966
Alternative 3,76.50763576
Alternative 3,71.77422607
Alternative 3,78.77412675
Alternative 3,79.47891514
Alternative 3,76.11873128
Alternative 3,75.47243864
Alternative 3,75.23202871
Alternative 3,75.77263784
Alternative 3,76.12927077
Alternative 3,75.41047086
Alternative 3,76.96146951
Alternative 3,73.99269437
Alternative 3,78.38803479
Alternative 3,74.88695156
Alternative 3,69.73291795
Alternative 3,74.70083889
Alternative 3,76.34106136
Alternative 3,78.69009502
Alternative 3,75.1806313
Alternative 3,69.17979239
Alternative 3,75.0144953
Alternative 3,71.40236423
Alternative 3,72.07168289
Alternative 3,71.92311885
Alternative 3,72.60231923
Alternative 3,78.41138727
Alternative 3,72.5054133
Alternative 3,73.68281168
Alternative 3,75.55252038
Alternative 3,77.67113888
Alternative 3,72.99988497
Alternative 3,72.52132841
Alternative 3,73.44415283
Alternative 3,71.4848439
Alternative 3,77.76010005
Alternative 3,68.4541256
Alternative 3,73.41692377
Alternative 3,70.67657993
Alternative 3,69.12964565
Alternative 3,75.08597459
Alternative 3,79.61470698
Alternative 3,79.90392106
Alternative 3,73.31167137
Alternative 3,72.90913287
Alternative 3,73.38532109
Alternative 3,77.1303307
Alternative 3,67.31490911
Alternative 3,75.74310142
Alternative 3,73.78337886
Alternative 3,72.76818451
Alternative 3,68.98163991
Alternative 3,74.38252075
Alternative 3,70.05282968
Alternative 3,74.95407638
Alternative 3,72.31529497
Alternative 3,75.13895917
Alternative 3,76.38301224
Alternative 3,73.4887837
Alternative 3,71.93280463
Alternative 3,73.16477331
Alternative 3,72.99781949
Alternative 3,70.52017251
Alternative 3,72.65814536
Alternative 3,74.4197846
Alternative 3,74.33750007
Alternative 3,75.98862522
Alternative 3,78.87562717
Alternative 3,76.00101309
Alternative 3,79.42736092
Alternative 3,73.05622211
Alternative 3,79.05200523
Alternative 3,76.78022672
Alternative 3,71.42487334
Alternative 3,76.20651304
Alternative 3,71.28692148
Alternative 3,77.84169203
Alternative 3,73.38076156
Alternative 3,74.29166944
Alternative 3,72.96139053
Alternative 3,72.44346512
Alternative 3,80.10641913
Alternative 3,77.97541357
Alternative 3,77.02563923
Alternative 3,75.22085988
Alternative 3,77.20900144
Alternative 3,76.98513833
Alternative 3,79.8105618
Alternative 3,77.55011933
Alternative 3,74.38143298
Alternative 3,74.35532117
Alternative 3,73.59578231
Alternative 3,73.90878432
Alternative 3,74.28994818
Alternative 3,78.66864225
Alternative 3,68.0149211
Alternative 3,72.89446251
Alternative 3,74.60135784
Alternative 3,71.15022479
Alternative 3,79.85730183
Alternative 3,74.2981551
Alternative 3,71.64924561
Alternative 3,72.32515864
Alternative 3,77.61718549
Alternative 3,80.60702802
Alternative 3,74.62719449
Alternative 3,75.32108642
Alternative 3,72.15439482
Alternative 3,78.94993413
Alternative 3,77.16797078
Alternative 3,68.01223961
Alternative 3,73.06430236
Alternative 3,74.29764752
Alternative 3,71.67551798
Alternative 3,74.18032747
Alternative 3,71.59967654
Alternative 3,76.07792386
Alternative 3,76.00693429
Alternative 3,77.43295306
Alternative 3,76.24936841
Alternative 3,79.78234212
Alternative 3,73.84158637
Alternative 3,68.5400899
Alternative 3,75.07697764
Alternative 3,76.94954654
Alternative 3,73.7962932
Alternative 3,79.20262943
Alternative 3,78.28430604
Alternative 3,76.6124799
Alternative 3,75.20932427
Alternative 3,73.3454981
Alternative 3,74.4691699
Alternative 3,76.40753354
Alternative 3,77.90339036
Alternative 3,74.11165603
Alternative 3,72.81524022
Alternative 3,82.42681759
Alternative 3,76.55567151
Alternative 3,72.28919038
Alternative 3,77.79293717
Alternative 3,75.18505949
Alternative 3,77.48036775
Alternative 3,75.15539086
Alternative 3,74.82471285
Alternative 3,75.27183486
Alternative 3,76.23834239
Alternative 3,73.16974281
Alternative 3,73.03391031
Alternative 3,74.44566238
Alternative 3,75.51390429
Alternative 3,74.04787063
Alternative 3,75.95095369
Alternative 3,71.69479376
Alternative 3,70.70712464
Alternative 3,80.6760319
Alternative 3,76.19363134
Alternative 3,73.8089156
Alternative 3,74.16012645
Alternative 3,77.35535559
Alternative 3,74.36903756
Alternative 3,75.57634489
Alternative 3,74.20582312
Alternative 3,73.49582683
Alternative 3,76.80656944
Alternative 3,75.42448368
Alternative 3,78.905438
Alternative 3,71.62380943
Alternative 3,74.59407778
Alternative 3,74.37303315
Alternative 3,71.775413
Alternative 3,77.99357618
Alternative 3,74.67780075
Alternative 3,70.84332603
Alternative 3,73.22357812
Alternative 3,71.68399932
Alternative 3,78.11726554
Alternative 3,82.62871337
Alternative 3,72.97885254
Alternative 3,74.72330998
Alternative 3,75.8392051
Alternative 3,83.12687826
Alternative 3,68.01298961
Alternative 3,73.45813279
Alternative 3,71.39161573
Alternative 3,74.31712558
Alternative 3,74.17230235
Alternative 3,72.81057358
Alternative 3,80.50246715
Alternative 3,75.77119601
Alternative 3,82.18075612
Alternative 3,77.47084988
Alternative 3,71.20406355
Alternative 3,72.73952635
Alternative 3,75.81911526
Alternative 3,73.26630318
Alternative 3,76.06286907
Alternative 3,77.19771793
Alternative 3,76.26336683
Alternative 3,74.5961615
Alternative 3,73.0693832
Alternative 3,71.13203793
Alternative 3,76.0226847
Alternative 3,77.76700702
Alternative 3,74.76099177
Alternative 3,77.26085296
Alternative 3,81.68258905
Alternative 3,80.80146385
Alternative 3,73.51528357
Alternative 3,76.64013552
Alternative 3,72.89336809
Alternative 3,77.06944027
Alternative 3,74.82491058
Alternative 3,75.83276273
Alternative 3,72.42295616
Alternative 3,78.61613375
Alternative 3,74.7474601
Alternative 3,73.66224013
Alternative 3,74.77013588
Alternative 3,75.22919514
Alternative 3,79.91059204
Alternative 3,71.66782803
Alternative 3,82.37697361
Alternative 3,72.68006284
Alternative 3,75.52393012
Alternative 3,68.82557591
Alternative 3,73.03661841
Alternative 3,77.19532009
Alternative 3,76.51569918
Alternative 3,76.23171667
Alternative 3,73.59970409
Alternative 3,69.4692826
Alternative 3,71.78152612
Alternative 3,74.3105137
Alternative 3,76.86491152
Alternative 3,77.51233644
Alternative 3,74.09133585
Alternative 3,74.5453424
Alternative 3,74.51144543
Alternative 3,75.1735366
Alternative 3,79.61143466
Alternative 3,72.81986242
Alternative 3,74.38571184
Alternative 3,75.23617888
Alternative 3,70.98520232
Alternative 3,72.23691229
Alternative 3,75.60078585
Alternative 3,76.28120738
Alternative 3,78.42027063
Alternative 3,73.60288213
Alternative 3,79.36170186
Alternative 3,72.40633135
Alternative 3,70.21115076
Alternative 3,69.16195966
Alternative 3,78.31215082
Alternative 3,75.91461633
Alternative 3,74.60873433
Alternative 3,74.11915984
Alternative 3,79.75876637
Alternative 3,78.60343651
Alternative 3,71.98878087
Alternative 3,70.82694905
Alternative 3,78.25588764
Alternative 3,76.68183542
Alternative 3,73.46705704
Alternative 3,76.1893559
Alternative 3,68.93030669
Alternative 3,73.00457558
Alternative 3,76.30502162
Alternative 3,74.78126508
Alternative 3,71.15433707
Alternative 3,78.04579839
Alternative 3,78.48917802
Alternative 3,72.17988048
Alternative 3,74.44360011
Alternative 3,77.19184182
Alternative 3,77.59117453
Alternative 3,73.41375716
Alternative 3,72.36438048
Alternative 3,76.03522622
Alternative 3,69.25194535
Alternative 3,72.14976723
Alternative 3,77.32076138
Alternative 3,69.88860478
Alternative 3,71.39766862
Alternative 3,74.27764481
Alternative 3,74.0937795
Alternative 3,69.73786573
Alternative 3,76.52813653
Alternative 3,71.93563099
Alternative 3,74.52582319
Alternative 3,74.41028338
Alternative 3,77.08988622
Alternative 3,74.80205562
Alternative 3,74.59695604
Alternative 3,79.96422253
Alternative 3,76.11568465
Alternative 3,76.87062139
Alternative 3,76.42469588
Alternative 3,76.71490388
Alternative 3,79.0072094
Alternative 3,74.82868752
Alternative 3,75.72853184
Alternative 3,80.9089024
Alternative 3,73.40988506
Alternative 3,78.87302694
Alternative 3,73.17876541
Alternative 3,80.13041903
Alternative 3,73.00125786
Alternative 3,72.55688317
Alternative 3,78.10920787
Alternative 3,77.8947946
Alternative 3,76.65513251
Alternative 3,75.81956559
Alternative 3,75.72557941
Alternative 3,81.16428212
Alternative 3,70.70239651
Alternative 3,72.04099105
Alternative 3,71.16257963
Alternative 3,77.88226647
Alternative 3,74.26307419
Alternative 3,74.60997463
Alternative 3,80.34992046
Alternative 3,73.26292064
Alternative 3,81.0683838
Alternative 3,70.77167756
Alternative 3,78.95350684
Alternative 3,75.96936301
Alternative 3,73.83419844
Alternative 3,74.48148929
Alternative 3,79.016924
Alternative 3,80.11141762
Alternative 3,69.96459654
Alternative 3,85.26328383
Alternative 3,82.73382796
Alternative 3,73.4240345
Alternative 3,74.80685428
Alternative 3,73.00935793
Alternative 3,74.72099673
Alternative 3,77.21957831
Alternative 3,75.31008844
Alternative 3,75.57602099
Alternative 3,79.43642281
Alternative 3,68.38839456
Alternative 3,73.52567086
Alternative 3,75.43325181
Alternative 3,72.65069809
Alternative 3,78.18289872
Alternative 3,73.66348307
Alternative 3,73.71245954
Alternative 3,78.5670354
Alternative 3,77.50288222
Alternative 5,66.55640857
Alternative 5,66.55640856
Alternative 5,66.55640855
Alternative 5,66.55640854
Alternative 5,66.55640853
Alternative 5,66.55640852
Alternative 5,66.55640851
Alternative 5,66.5564085
Alternative 5,66.55640849
Alternative 5,66.55640848
Alternative 5,66.55640847
Alternative 5,66.55640846
Alternative 5,66.55640845
Alternative 5,66.4635402
Alternative 5,66.41955036
Alternative 5,66.41065213
Alternative 5,66.33905158
Alternative 5,66.26850921
Alternative 5,66.10821415
Alternative 5,66.0870086
Alternative 5,66.08646643
Alternative 5,66.84241631
Alternative 5,66.83716116
Alternative 5,66.74031678
Alternative 5,66.71564248
Alternative 5,66.67895359
Alternative 5,66.63723677
Alternative 5,66.49136998
Alternative 5,66.46309606
Alternative 5,66.43297055
Alternative 5,66.42453569
Alternative 5,66.41678457
Alternative 5,66.4066466
Alternative 5,66.36921735
Alternative 5,66.3562565
Alternative 5,66.35077913
Alternative 5,66.25683392
Alternative 5,66.25347403
Alternative 5,66.24893819
Alternative 5,66.24210101
Alternative 5,66.22895494
Alternative 5,66.22416239
Alternative 5,66.20636151
Alternative 5,66.19156667
Alternative 5,66.16635672
Alternative 5,66.16393489
Alternative 5,66.12947492
Alternative 5,66.1097448
Alternative 5,66.09860758
Alternative 5,66.08104101
Alternative 5,66.07672718
Alternative 5,66.07143576
Alternative 5,66.05574021
Alternative 5,66.01970972
Alternative 5,66.00684076
Alternative 5,65.97405407
Alternative 5,65.969452
Alternative 5,65.96867457
Alternative 5,65.96047588
Alternative 5,65.95681596
Alternative 5,65.94753156
Alternative 5,65.94493235
Alternative 5,65.93346708
Alternative 5,65.92470568
Alternative 5,65.92304391
Alternative 5,65.92285019
Alternative 5,65.9020713
Alternative 5,65.8974115
Alternative 5,65.88553648
Alternative 5,65.86634948
Alternative 5,65.86616005
Alternative 5,65.86351299
Alternative 5,65.85298349
Alternative 5,65.8196018
Alternative 5,65.80578614
Alternative 5,65.76844449
Alternative 5,65.76118266
Alternative 5,65.74713227
Alternative 5,65.7441706
Alternative 5,65.74136294
Alternative 5,65.71083554
Alternative 5,65.69948548
Alternative 5,65.69708371
Alternative 5,65.69389034
Alternative 5,65.65079594
Alternative 5,65.61848096
Alternative 5,65.61819536
Alternative 5,65.61025844
Alternative 5,65.59927682
Alternative 5,65.5895938
Alternative 5,65.58598587
Alternative 5,65.56920264
Alternative 5,65.5632978
Alternative 5,65.55120405
Alternative 5,65.55101827
Alternative 5,65.53262586
Alternative 5,65.52552326
Alternative 5,65.51559324
Alternative 5,65.50031011
Alternative 5,65.49398082
Alternative 5,65.45317084
Alternative 5,65.44555406
Alternative 5,65.4443667
Alternative 5,65.42863005
Alternative 5,65.42138314
Alternative 5,65.40084474
Alternative 5,65.39765198
Alternative 5,65.36596322
Alternative 5,65.3646286
Alternative 5,65.36150957
Alternative 5,65.35597118
Alternative 5,65.33362675
Alternative 5,65.33360161
Alternative 5,65.31504516
Alternative 5,65.3113143
Alternative 5,65.3064226
Alternative 5,65.30305785
Alternative 5,65.30272936
Alternative 5,65.29607957
Alternative 5,65.28828219
Alternative 5,65.27866615
Alternative 5,65.26509968
Alternative 5,65.25942402
Alternative 5,65.25540434
Alternative 5,65.2543318
Alternative 5,65.24353715
Alternative 5,65.22815507
Alternative 5,65.21876
Alternative 5,65.2154458
Alternative 5,65.21226678
Alternative 5,65.20505114
Alternative 5,65.19262412
Alternative 5,65.18727225
Alternative 5,65.18187026
Alternative 5,65.18155331
Alternative 5,65.17734324
Alternative 5,65.17328393
Alternative 5,65.17025793
Alternative 5,65.14935284
Alternative 5,65.13607179
Alternative 5,65.13427064
Alternative 5,65.13056977
Alternative 5,65.129938
Alternative 5,65.10734596
Alternative 5,65.09064559
Alternative 5,65.07250609
Alternative 5,65.06377926
Alternative 5,65.04848799
Alternative 5,65.02428753
Alternative 5,65.02257277
Alternative 5,64.99340191
Alternative 5,64.98840073
Alternative 5,64.9858182
